Property,Bhk,Floor,Area,Price
Apartment,4,12,,"₹
2.07 Cr"
Apartment,2,18,780,"₹
75 Lac"
Apartment,2,15,740,"₹
70 Lac"
Apartment,3,9,960,"₹
69.3 Lac"
Apartment,3,17,1700,"₹
3.36 Cr"
Apartment,2,5,750,"₹
65 Lac"
Apartment,4,8,1500,"₹
2.90 Cr"
Apartment,3,1,1629,"₹
3.17 Cr"
Apartment,2,7,803,"₹
88 Lac"
Apartment,2,5,633,"₹
56.7 Lac"
Apartment,4,9,1850,"₹
3.70 Cr"
Apartment,3,5,930,"₹
1.30 Cr"
Apartment,3,9,1030,"₹
1.12 Cr"
Apartment,3,4,1162,"₹
1.90 Cr"
Apartment,2,4,692,"₹
40 Lac"
Apartment,4,4,2685,"₹
3.40 Cr"
Apartment,3,14,1100,"₹
1.20 Cr"
Apartment,2,17,830,"₹
70 Lac"
Apartment,2,9,790,"₹
61 Lac"
Apartment,2,,705,"₹
87.2 Lac"
Apartment,3,7,1087,"₹
1.23 Cr"
Apartment,3,10,1139,"₹
2.81 Cr"
Apartment,4,Upper,1540,"₹
1.82 Cr"
Apartment,2,5,815,"₹
62 Lac"
Apartment,2,12,682,"₹
80 Lac"
Apartment,2,15,824,"₹
97 Lac"
Apartment,2,7,755,"₹
77 Lac"
Apartment,2,7,715,"₹
44 Lac"
Apartment,2,5,787,"₹
68 Lac"
Apartment,2,10,746,"₹
65 Lac"
Apartment,3,5,1060,"₹
96 Lac"
Apartment,2,5,725,"₹
59.5 Lac"
Apartment,2,5,775,"₹
61 Lac"
Apartment,2,15,692,"₹
76 Lac"
Apartment,2,12,850,"₹
1 Cr"
Apartment,2,Lower,824,"₹
77.2 Lac"
Apartment,4,7,,"₹
2.55 Cr"
Apartment,3,9,1120,"₹
1.25 Cr"
Apartment,2,,730,"₹
68.8 Lac"
Apartment,3,7,1156,"₹
1.45 Cr"
Apartment,3,11,1340,"₹
2.25 Cr"
Apartment,4,14,5626,"₹
7.60 Cr"
Apartment,3,10,943,"₹
1.46 Cr"
Apartment,2,9,818,"₹
1.22 Cr"
Apartment,2,15,688,"₹
61 Lac"
Apartment,2,9,760,"₹
75 Lac"
Apartment,3,2,1222,"₹
1.70 Cr"
Apartment,2,18,845,"₹
1.10 Cr"
Apartment,3,12,,"₹
1.69 Cr"
Apartment,3,4,1164,"₹
2.80 Cr"
Apartment,2,5,,"₹
82 Lac"
Apartment,2,11,1100,"₹
1.21 Cr"
Apartment,3,8,1067,"₹
1.08 Cr"
Apartment,2,5,678,"₹
46 Lac"
Apartment,2,7,707,"₹
70.5 Lac"
Apartment,2,29,747,"₹
95 Lac"
Apartment,4,10,2245,"₹
4.25 Cr"
Apartment,3,11,978,"₹
1.15 Cr"
Apartment,3,5,1021,"₹
1.35 Cr"
Apartment,2,11,779,"₹
76 Lac"
Apartment,2,5,814,"₹
71 Lac"
Apartment,2,2,772,"₹
84 Lac"
Apartment,3,11,1088,"₹
1.11 Cr"
Apartment,3,27,1080,"₹
1.15 Cr"
Apartment,3,21,1200,"₹
1.71 Cr"
Apartment,2,4,850,"₹
85 Lac"
Apartment,2,,356,"₹
42 Lac"
Apartment,2,4,693,"₹
59.9 Lac"
Apartment,2,18,736,"₹
60 Lac"
Apartment,2,5,749,"₹
95 Lac"
Apartment,2,13,780,"₹
58.7 Lac"
Apartment,3,5,1250,"₹
1.60 Cr"
Apartment,1,10,341,"₹
65 Lac"
Apartment,2,10,900,"₹
68.2 Lac"
Apartment,4,14,1885,"₹
2.56 Cr"
Apartment,4,11,2565,"₹
2.90 Cr"
Apartment,2,Upper,625,"₹
78 Lac"
Apartment,4,15,4000,"₹
9.50 Cr"
Apartment,2,10,730,"₹
60 Lac"
Apartment,3,11,1162,"₹
1.15 Cr"
Apartment,2,10,774,"₹
74 Lac"
Apartment,2,12,786,"₹
71 Lac"
Apartment,3,8,2337,"₹
5 Cr"
Apartment,3,8,1350,"₹
1.85 Cr"
Apartment,2,8,750,"₹
76 Lac"
Apartment,3,14,1188,"₹
1.45 Cr"
Apartment,2,5,800,"₹
80 Lac"
Apartment,2,Upper,715,"₹
77 Lac"
Apartment,2,11,766,"₹
76 Lac"
Apartment,4,15,1737,"₹
2.29 Cr"
Apartment,3,3,1215,"₹
1.45 Cr"
Apartment,2,8,780,"₹
67.2 Lac"
Apartment,2,5,779,"₹
92 Lac"
Apartment,3,10,1080,"₹
1.26 Cr"
Apartment,2,4,,"₹
1.95 Cr"
Apartment,4,12,3468,"₹
5.75 Cr"
Apartment,1,17,470,"₹
37.8 Lac"
Apartment,2,2,850,"₹
1.20 Cr"
Apartment,2,7,788,"₹
52 Lac"
Apartment,3,5,1100,"₹
1.95 Cr"
Apartment,2,11,750,"₹
75 Lac"
Apartment,3,7,1150,"₹
1.10 Cr"
Apartment,2,Lower,751,"₹
63 Lac"
Apartment,3,7,980,"₹
67 Lac"
Apartment,3,13,1061,"₹
1.55 Cr"
Apartment,3,28,1100,"₹
1.40 Cr"
Apartment,4,20,2521,"₹
4.50 Cr"
Apartment,1,23,,"₹
43 Lac"
Apartment,2,8,780,"₹
99 Lac"
Apartment,2,Upper,870,"₹
72 Lac"
Apartment,2,8,630,"₹
64 Lac"
Apartment,3,7,1350,"₹
2.49 Cr"
Apartment,3,9,1190,"₹
1.44 Cr"
Apartment,2,5,,"₹
58 Lac"
Apartment,2,5,,"₹
58 Lac"
Apartment,3,16,1280,"₹
1.80 Cr"
Apartment,1,5,400,"₹
47 Lac"
Apartment,3,13,1250,"₹
1.18 Cr"
Apartment,2,10,810,"₹
1.02 Cr"
Apartment,3,8,1080,"₹
1.18 Cr"
Apartment,2,11,838,"₹
1 Cr"
Apartment,3,5,1700,"₹
2.30 Cr"
Apartment,2,8,810,"₹
1.05 Cr"
Apartment,2,4,732,"₹
1 Cr"
Apartment,3,5,1800,"₹
2.30 Cr"
Apartment,2,11,,"₹
92 Lac"
Apartment,3,8,1030,"₹
1.35 Cr"
Apartment,1,3,420,"₹
46 Lac"
Apartment,4,6,2350,"₹
4 Cr"
Apartment,3,7,1021,"₹
90 Lac"
Apartment,2,Upper,1150,"₹
1.05 Cr"
Apartment,3,9,936,"₹
1.15 Cr"
Apartment,4,6,,"₹
4.10 Cr"
Apartment,2,2,720,"₹
99 Lac"
Apartment,2,5,,"₹
73 Lac"
Apartment,2,3,1650,"₹
2.22 Cr"
Apartment,3,7,849,"₹
70.6 Lac"
Apartment,3,5,2400,"₹
2.75 Cr"
Apartment,3,7,1563,"₹
1.43 Cr"
Apartment,2,6,850,"₹
67.5 Lac"
Apartment,3,4,1270,"₹
80 Lac"
Apartment,2,3,695,"₹
35 Lac"
Apartment,3,5,1082,"₹
1.10 Cr"
Apartment,3,5,949,"₹
74 Lac"
